F;АЛЕКСАНДРОВНА;0.08862073225039233
F;НИКОЛАЕВНА;0.07768824113899657
F;ИВАНОВНА;0.067864632469801
F;ВЛАДИМИРОВНА;0.06771257835565314
F;СЕРГЕЕВНА;0.057924629656942526
F;ВАСИЛЬЕВНА;0.047716178586273306
F;МИХАЙЛОВНА;0.046106344878700474
F;АЛЕКСЕЕВНА;0.0441031103767376
F;ВИКТОРОВНА;0.04189590084360079
F;АНАТОЛЬЕВНА;0.030922329446206365
F;ЮРЬЕВНА;0.027240794093339543
F;ПЕТРОВНА;0.026969778317653882
F;АНДРЕЕВНА;0.02443991737156919
F;ДМИТРИЕВНА;0.020353284753993273
F;ЕВГЕНЬЕВНА;0.017741548515675123
F;ПАВЛОВНА;0.01755098163340352
F;ФЕДОРОВНА;0.015894647324318303
F;ВАЛЕРЬЕВНА;0.01449021504673881
F;ИГОРЕВНА;0.012922317464456282
F;БОРИСОВНА;0.012861838154513796
F;ГРИГОРЬЕВНА;0.012712636838004741
F;ВЯЧЕСЛАВОВНА;0.012148638744814684
F;ГЕННАДЬЕВНА;0.010532528882436495
F;КОНСТАНТИНОВНА;0.009969957188065835
F;ОЛЕГОВНА;0.009165468253925236
F;ВАЛЕНТИНОВНА;0.007507136986492859
F;СТЕПАНОВНА;0.006611358527910774
F;ГЕОРГИЕВНА;0.0064322028361943565
F;ВИТАЛЬЕВНА;0.006357459538057889
F;СЕМЕНОВНА;0.006332069639072601
F;ЛЕОНИДОВНА;0.006323796525920092
F;ЯКОВЛЕВНА;0.005260558845940655
F;ЕГОРОВНА;0.005259703006649016
F;ИЛЬИНИЧНА;0.004968432367727898
F;РОМАНОВНА;0.003682391192158458
F;МАКСИМОВНА;0.0034966740658728093
F;ТИМОФЕЕВНА;0.0031363657240928173
F;ВАДИМОВНА;0.0029418049251268997
F;СТАНИСЛАВОВНА;0.0025327137437234884
F;НИКИТИЧНА;0.002116205288459207
F;АНТОНОВНА;0.0020771219608076955
F;ЛЬВОВНА;0.0019878293947133666
F;ФИЛИППОВНА;0.0019775593232136996
F;ЕФИМОВНА;0.0019604425373809208
F;КУЗЬМИНИЧНА;0.001923926727604326
F;ЭДУАРДОВНА;0.0018848433999528148
F;ГАВРИЛОВНА;0.0018768555665641846
F;ВЛАДИСЛАВОВНА;0.001826075768593608
F;АФАНАСЬЕВНА;0.0017165283392638242
F;АРКАДЬЕВНА;0.001703120190361481
M;АЛЕКСАНДРОВИЧ;0.09212467185673731
M;НИКОЛАЕВИЧ;0.07648175341693114
M;ВЛАДИМИРОВИЧ;0.07240247686886057
M;СЕРГЕЕВИЧ;0.06147299742185609
M;ИВАНОВИЧ;0.055746807981707336
M;ВИКТОРОВИЧ;0.045132757336106465
M;АЛЕКСЕЕВИЧ;0.04491537217844531
M;МИХАЙЛОВИЧ;0.04323137161588777
M;ВАСИЛЬЕВИЧ;0.04039912208710315
M;АНАТОЛЬЕВИЧ;0.03304254396449571
M;ЮРЬЕВИЧ;0.029834276865702607
M;АНДРЕЕВИЧ;0.025255234777806296
M;ПЕТРОВИЧ;0.022771095265006095
M;ДМИТРИЕВИЧ;0.02053885814773892
M;ЕВГЕНЬЕВИЧ;0.019611299181096893
M;ВАЛЕРЬЕВИЧ;0.016044640335889444
M;ПАВЛОВИЧ;0.015761525544408447
M;ИГОРЕВИЧ;0.015415985961031508
M;БОРИСОВИЧ;0.013449605016309395
M;ВЯЧЕСЛАВОВИЧ;0.013355233419149062
M;ФЕДОРОВИЧ;0.011814075468635764
M;ГЕННАДЬЕВИЧ;0.011590080627126803
M;ОЛЕГОВИЧ;0.011198273256815227
M;ГРИГОРЬЕВИЧ;0.010301192276804746
M;КОНСТАНТИНОВИЧ;0.009552461978711678
M;ВАЛЕНТИНОВИЧ;0.008111918104548307
M;ВИТАЛЬЕВИЧ;0.007297458172635394
M;ЛЕОНИДОВИЧ;0.006791082948961857
M;ГЕОРГИЕВИЧ;0.005596198991141922
M;СТЕПАНОВИЧ;0.0047655820542677075
M;СЕМЕНОВИЧ;0.004525797412455655
M;РОМАНОВИЧ;0.004498624267748011
M;ИЛЬИЧ;0.004162632005484569
M;ЯКОВЛЕВИЧ;0.0037667853839326664
M;ЕГОРОВИЧ;0.003582815850168749
M;ВАДИМОВИЧ;0.0035780421896120006
M;МАКСИМОВИЧ;0.003380853288152472
M;СТАНИСЛАВОВИЧ;0.0029548958846272342
M;ВЛАДИСЛАВОВИЧ;0.0022843801787331953
M;ЭДУАРДОВИЧ;0.0022406828244060373
M;ЛЬВОВИЧ;0.0021628354368652177
M;ТИМОФЕЕВИЧ;0.0021092235567663517
M;ДЕНИСОВИЧ;0.002011547117682116
M;АНТОНОВИЧ;0.0018694389149542996
M;АРКАДЬЕВИЧ;0.001806646918400148
M;ЕФИМОВИЧ;0.001269426503436852
M;ФИЛИППОВИЧ;0.0012484958379188015
M;АФАНАСЬЕВИЧ;0.0012389485168053048
M;КУЗЬМИЧ;0.0011849694320482272